filetype_a
hashlen,32
filecount,10000
row_ones_mean,0.483703125,row_ones_stdev,0.08710366573218589
col_ones_mean,0.483703125,col_ones_stdev,0.08704254880651402
column_means,0.4978,0.5081,0.4952,0.4937,0.5073,0.4938,0.5097,0.497,0.499,0.5018,0.4937,0.5043,0.4975,0.5001,0.5043,0.487,0.4952,0.5012,0.4987,0.4924,0.509,0.5008,0.5056,0.4949,0.499,0.5017,0.4995,0.4981,0.4976,0.4899,0.5046,0.0
column_means_sorted,0.0,0.487,0.4899,0.4924,0.4937,0.4937,0.4938,0.4949,0.4952,0.4952,0.497,0.4975,0.4976,0.4978,0.4981,0.4987,0.499,0.499,0.4995,0.5001,0.5008,0.5012,0.5017,0.5018,0.5043,0.5043,0.5046,0.5056,0.5073,0.5081,0.509,0.5097
collision_count,0

filetype_a-alt
hashlen,32
filecount,10000
row_ones_mean,0.5161666206325093,row_ones_stdev,0.08749740657249779
col_ones_mean,0.5161666206325093,col_ones_stdev,0.0871238078221411
column_means,0.4927496202182019,0.49772130921143487,0.49578787460295537,0.4992404364038116,0.5091838143902776,0.49799751415550336,0.5075265847258666,0.5057312525894213,0.5022786907885651,0.48943516088937994,0.49813561662753764,0.5051788427012843,0.49564977213092115,0.49979284629194864,0.5032454080928048,0.49344013257837316,0.5025548957326336,0.4935782350504074,0.5080789946140036,0.5047645352851816,0.5003452561800856,0.5021405883165309,0.4991023339317774,0.5058693550614556,0.5097362242784146,0.4948211572987156,0.5073884822538324,0.5075265847258666,0.4829443447037702,0.4966164894351609,0.5087695069741749,1.0
column_means_sorted,0.4829443447037702,0.48943516088937994,0.4927496202182019,0.49344013257837316,0.4935782350504074,0.4948211572987156,0.49564977213092115,0.49578787460295537,0.4966164894351609,0.49772130921143487,0.49799751415550336,0.49813561662753764,0.4991023339317774,0.4992404364038116,0.49979284629194864,0.5003452561800856,0.5021405883165309,0.5022786907885651,0.5025548957326336,0.5032454080928048,0.5047645352851816,0.5051788427012843,0.5057312525894213,0.5058693550614556,0.5073884822538324,0.5075265847258666,0.5075265847258666,0.5080789946140036,0.5087695069741749,0.5091838143902776,0.5097362242784146,1.0
collision_count,0

filetype_ones
hashlen,32
filecount,10000
row_ones_mean,0.484471875,row_ones_stdev,0.08590618969395847
col_ones_mean,0.484471875,col_ones_stdev,0.0871274685244807
